strategy,tf,label,di,rr,persist,adx_min,adx_rising,di_slope,trades,win_rate,roi,sharpe,max_dd,pvt_threshold,pvt_consec
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,6.0,1.0,0.0,True,False,64,12.5,-9.21,-1.02,-26.77,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,5.0,2.0,20.0,True,True,114,14.9,-13.54,-1.03,-18.45,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,8.0,1.0,15.0,False,True,21,9.5,-3.64,-1.03,-10.77,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,4.0,2.0,15.0,False,True,56,17.9,-6.77,-1.04,-14.58,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,5.0,2.0,0.0,True,False,61,14.8,-8.01,-1.04,-23.0,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,5.0,2.0,0.0,False,True,102,14.7,-13.28,-1.05,-20.64,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,3.0,1.0,15.0,True,True,88,22.7,-8.81,-1.05,-23.9,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,5.0,1.0,15.0,False,False,68,14.7,-9.06,-1.05,-20.42,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,5.0,2.0,20.0,True,True,61,14.8,-8.01,-1.07,-19.26,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,5.0,1.0,15.0,False,True,55,14.5,-7.88,-1.07,-23.88,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,6.0,1.0,0.0,False,False,32,12.5,-4.72,-1.07,-17.38,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,8.0,1.0,20.0,False,False,42,9.5,-7.14,-1.07,-19.58,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,3.0,2.0,20.0,True,False,67,22.4,-7.62,-1.08,-17.04,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,3.0,1.0,20.0,True,True,137,22.6,-13.84,-1.08,-24.71,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,3.0,2.0,0.0,False,False,76,22.4,-8.65,-1.09,-16.7,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,3.0,2.0,15.0,False,True,143,22.4,-15.61,-1.1,-22.08,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,4.0,1.0,15.0,False,True,96,17.7,-11.95,-1.1,-22.43,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,6.0,2.0,0.0,True,True,56,12.5,-8.11,-1.1,-19.36,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,6.0,2.0,20.0,True,False,103,12.6,-13.67,-1.1,-33.91,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,5.0,1.0,15.0,True,True,75,14.7,-10.11,-1.1,-17.38,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,5.0,1.0,20.0,True,False,88,14.8,-11.26,-1.11,-28.33,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,3.0,2.0,0.0,False,True,156,22.4,-16.6,-1.12,-28.1,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,3.0,1.0,20.0,True,True,71,22.5,-7.67,-1.12,-16.89,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,5.0,1.0,15.0,False,True,89,14.6,-12.15,-1.12,-21.78,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,5.0,1.0,20.0,False,True,124,14.5,-17.06,-1.13,-29.67,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,6.0,2.0,20.0,False,True,65,12.3,-10.12,-1.14,-19.36,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,4.0,2.0,20.0,True,False,95,17.9,-11.06,-1.15,-26.46,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,8.0,1.0,0.0,False,False,32,9.4,-5.88,-1.15,-17.38,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,8.0,2.0,20.0,True,False,83,9.6,-12.9,-1.15,-36.6,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,3.0,2.0,20.0,True,True,102,22.5,-10.79,-1.15,-20.22,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,3.0,1.0,0.0,False,False,63,22.2,-7.56,-1.16,-17.43,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,5.0,2.0,20.0,False,True,69,14.5,-9.97,-1.17,-18.34,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,8.0,1.0,0.0,True,False,43,9.3,-8.07,-1.18,-22.49,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,6.0,1.0,20.0,False,False,66,12.1,-11.02,-1.19,-26.33,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,3.0,2.0,20.0,True,True,138,22.5,-14.71,-1.19,-20.07,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,4.0,1.0,0.0,True,False,69,17.4,-9.72,-1.19,-22.29,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,4.0,2.0,15.0,False,True,91,17.6,-11.86,-1.2,-16.63,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,6.0,1.0,0.0,False,True,66,12.1,-11.02,-1.2,-29.8,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,8.0,2.0,15.0,True,True,53,9.4,-9.3,-1.21,-22.49,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,3.0,2.0,15.0,True,True,116,22.4,-12.72,-1.23,-21.25,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,3.0,1.0,0.0,True,False,59,22.0,-7.51,-1.23,-18.21,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,8.0,1.0,20.0,False,False,65,9.2,-12.3,-1.25,-28.72,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,3.0,2.0,0.0,False,False,77,22.1,-9.56,-1.26,-16.7,,
PVTScalping,1h,1H (Feb 2025+),,1.5,,,,,134,36.6,-11.73,-1.27,-18.0,0.05,2.0
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,4.0,2.0,20.0,False,True,52,17.3,-7.61,-1.29,-15.35,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,6.0,2.0,20.0,False,True,92,12.0,-15.9,-1.29,-32.7,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,8.0,1.0,0.0,False,False,33,9.1,-6.82,-1.3,-13.72,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,6.0,1.0,15.0,False,True,83,12.0,-14.01,-1.3,-23.46,,
PVTScalping,1h,1H (Feb 2025+),,3.5,,,,,77,19.5,-10.16,-1.3,-18.68,0.05,2.0
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,3.0,2.0,15.0,True,True,99,22.2,-11.63,-1.31,-33.14,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,6.0,1.0,20.0,False,True,100,12.0,-16.91,-1.31,-36.64,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,5.0,1.0,15.0,True,True,56,14.3,-8.8,-1.31,-13.99,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,5.0,2.0,15.0,True,True,91,14.3,-13.9,-1.32,-18.21,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,8.0,1.0,15.0,True,True,66,9.1,-13.17,-1.32,-21.18,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,6.0,2.0,15.0,False,True,92,12.0,-15.9,-1.32,-19.04,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,3.0,1.0,15.0,True,False,69,21.7,-9.46,-1.32,-17.43,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,3.0,1.0,0.0,False,True,123,22.0,-15.36,-1.32,-20.12,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,8.0,2.0,0.0,True,True,54,9.3,-10.21,-1.32,-24.03,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,8.0,2.0,20.0,True,True,54,9.3,-10.21,-1.32,-23.26,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,8.0,2.0,20.0,False,False,66,9.1,-13.17,-1.33,-30.84,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,8.0,1.0,20.0,False,True,54,9.3,-10.21,-1.34,-20.66,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,4.0,2.0,0.0,False,True,87,17.2,-12.66,-1.34,-18.69,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,6.0,2.0,15.0,False,False,42,11.9,-7.74,-1.34,-17.55,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,3.0,1.0,20.0,False,False,87,21.8,-11.47,-1.34,-21.9,,
PVTScalping,1h,1H (Feb 2025+),,2.0,,,,,114,29.8,-12.26,-1.35,-18.02,0.1,3.0
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,8.0,1.0,20.0,True,True,87,9.2,-16.33,-1.35,-29.66,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,5.0,1.0,20.0,True,False,111,14.4,-15.98,-1.36,-32.53,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,6.0,2.0,0.0,True,False,59,11.9,-10.84,-1.37,-24.53,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,8.0,2.0,0.0,False,False,44,9.1,-8.99,-1.37,-21.18,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,3.0,1.0,15.0,False,False,74,21.6,-10.41,-1.37,-17.48,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,8.0,2.0,15.0,False,False,44,9.1,-8.99,-1.37,-21.18,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,8.0,2.0,20.0,True,True,77,9.1,-15.19,-1.39,-18.21,,
PVTScalping,1h,1H (Feb 2025+),,1.5,,,,,138,36.2,-13.06,-1.4,-19.24,0.05,1.0
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,8.0,2.0,20.0,True,False,55,9.1,-11.1,-1.4,-23.52,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,5.0,1.0,0.0,True,True,86,14.0,-14.64,-1.41,-22.22,,
PVTScalping,1h,1H (Feb 2025+),,3.5,,,,,78,19.2,-11.05,-1.41,-18.68,0.01,2.0
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,8.0,2.0,15.0,False,False,67,9.0,-14.04,-1.41,-31.53,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,6.0,2.0,20.0,True,True,100,12.0,-16.91,-1.42,-23.63,,
PVTScalping,1h,1H (Feb 2025+),,1.5,,,,,133,36.1,-13.03,-1.43,-20.02,0.1,2.0
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,6.0,1.0,20.0,True,False,100,12.0,-16.91,-1.43,-31.61,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,3.0,1.0,20.0,False,True,142,21.8,-18.07,-1.43,-24.13,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,8.0,2.0,15.0,True,True,66,9.1,-13.17,-1.43,-21.7,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,8.0,2.0,20.0,False,True,56,8.9,-11.99,-1.43,-24.55,,
PVTScalping,1h,1H (Feb 2025+),,2.0,,,,,115,29.6,-13.13,-1.44,-18.07,0.1,2.0
PVTScalping,1h,1H (Feb 2025+),,2.0,,,,,115,29.6,-13.13,-1.44,-18.07,0.1,1.0
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,6.0,1.0,15.0,True,False,51,11.8,-9.76,-1.44,-24.53,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,6.0,1.0,20.0,False,True,95,11.6,-18.39,-1.44,-25.15,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,5.0,2.0,15.0,True,True,106,14.2,-16.7,-1.44,-29.57,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,5.0,1.0,20.0,True,True,106,14.2,-16.7,-1.44,-32.92,,
PVTScalping,1h,1H (Feb 2025+),,1.5,,,,,133,36.1,-13.03,-1.44,-20.02,0.1,1.0
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,6.0,1.0,20.0,False,True,60,11.7,-11.73,-1.44,-24.83,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,8.0,2.0,20.0,True,False,45,8.9,-9.9,-1.45,-17.95,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,5.0,1.0,0.0,True,True,57,14.0,-9.71,-1.45,-24.53,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,3.0,1.0,0.0,True,False,88,21.6,-12.35,-1.46,-24.13,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,6.0,1.0,0.0,True,True,103,11.7,-19.37,-1.46,-31.75,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,6.0,2.0,20.0,False,False,60,11.7,-11.73,-1.47,-25.74,,
PVTScalping,1h,1H (Feb 2025+),,1.5,,,,,139,36.0,-13.93,-1.47,-20.05,0.01,1.0
PVTScalping,1h,1H (Feb 2025+),,1.5,,,,,139,36.0,-13.93,-1.48,-20.05,0.01,2.0
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),35.0,5.0,2.0,0.0,False,True,57,14.0,-9.71,-1.48,-19.62,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,8.0,1.0,20.0,True,True,56,8.9,-11.99,-1.48,-23.79,,
PVTScalping,1h,1H (Feb 2025+),,1.5,,,,,139,36.0,-13.93,-1.49,-20.05,0.01,3.0
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,8.0,1.0,20.0,True,False,56,8.9,-11.99,-1.51,-24.29,,
PVTScalping,1h,1H (Feb 2025+),,2.0,,,,,116,29.3,-14.0,-1.51,-18.07,0.01,1.0
PVTScalping,1h,1H (Feb 2025+),,3.5,,,,,79,19.0,-11.94,-1.52,-20.3,0.1,2.0
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,3.0,1.0,0.0,True,True,103,21.4,-15.11,-1.52,-21.76,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,3.0,2.0,20.0,False,False,84,21.4,-12.3,-1.53,-21.11,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,5.0,2.0,0.0,True,True,94,13.8,-16.46,-1.54,-18.21,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,6.0,1.0,15.0,False,True,53,11.3,-11.55,-1.54,-22.38,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,8.0,2.0,20.0,False,True,81,8.6,-18.54,-1.55,-34.66,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,3.0,1.0,0.0,True,True,89,21.3,-13.23,-1.55,-22.26,,
PVTScalping,1h,1H (Feb 2025+),,1.5,,,,,134,35.8,-13.9,-1.55,-21.2,0.05,3.0
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,5.0,1.0,20.0,False,False,66,13.6,-12.52,-1.55,-25.28,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,3.0,2.0,20.0,False,True,130,21.5,-17.92,-1.56,-20.92,,
PVTScalping,1h,1H (Feb 2025+),,2.0,,,,,113,29.2,-13.98,-1.56,-18.07,0.05,3.0
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,6.0,1.0,15.0,False,True,104,11.5,-20.18,-1.56,-37.9,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,3.0,2.0,0.0,True,True,125,21.6,-17.04,-1.57,-33.18,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,4.0,2.0,0.0,True,True,95,16.8,-15.33,-1.57,-23.77,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,4.0,2.0,15.0,True,True,54,16.7,-9.45,-1.57,-17.04,,
PVTScalping,1h,1H (Feb 2025+),,2.0,,,,,113,29.2,-13.98,-1.57,-17.24,0.05,2.0
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,3.0,1.0,20.0,True,False,139,21.6,-18.84,-1.57,-30.52,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,8.0,2.0,0.0,False,True,81,8.6,-18.54,-1.57,-38.48,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,6.0,1.0,0.0,True,False,61,11.5,-12.61,-1.58,-24.99,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,5.0,1.0,0.0,True,False,66,13.6,-12.52,-1.58,-25.28,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,3.0,2.0,0.0,True,False,71,21.1,-11.26,-1.58,-18.26,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,6.0,2.0,15.0,True,False,78,11.5,-15.55,-1.59,-29.38,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,8.0,1.0,15.0,False,False,69,8.7,-15.75,-1.59,-30.84,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,3.0,2.0,20.0,False,True,89,21.3,-13.23,-1.6,-23.27,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,8.0,2.0,0.0,True,False,46,8.7,-10.8,-1.62,-22.75,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,3.0,1.0,15.0,False,False,90,21.1,-14.1,-1.62,-24.22,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,5.0,1.0,15.0,True,False,51,13.7,-9.58,-1.62,-23.77,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,4.0,2.0,20.0,False,True,103,16.5,-17.93,-1.62,-27.04,,
PVTScalping,1h,1H (Feb 2025+),,1.5,,,,,132,35.6,-14.32,-1.62,-21.2,0.1,3.0
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,3.0,1.0,0.0,True,False,81,21.0,-13.13,-1.63,-23.36,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,3.0,1.0,0.0,False,True,166,21.1,-24.58,-1.63,-25.15,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,4.0,1.0,0.0,True,True,72,16.7,-12.4,-1.64,-20.87,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,8.0,2.0,0.0,True,True,69,8.7,-15.75,-1.64,-27.5,,
PVTScalping,1h,1H (Feb 2025+),,2.0,,,,,114,28.9,-14.84,-1.66,-18.07,0.01,2.0
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,5.0,2.0,0.0,False,True,59,13.6,-11.51,-1.66,-21.1,,
PVTScalping,1h,1H (Feb 2025+),,2.0,,,,,114,28.9,-14.84,-1.66,-18.07,0.01,3.0
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,6.0,1.0,20.0,True,False,53,11.3,-11.55,-1.68,-20.49,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,5.0,2.0,20.0,False,True,127,13.4,-24.13,-1.69,-32.34,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,8.0,2.0,0.0,False,True,47,8.5,-11.69,-1.69,-24.29,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,6.0,2.0,15.0,True,False,62,11.3,-13.49,-1.69,-27.21,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,8.0,1.0,20.0,True,False,47,8.5,-11.69,-1.7,-18.77,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,3.0,1.0,20.0,False,True,71,21.1,-11.26,-1.7,-17.72,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),25.0,5.0,2.0,15.0,True,False,60,13.3,-12.39,-1.72,-22.67,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,4.0,2.0,15.0,True,True,85,16.5,-15.17,-1.72,-18.21,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,4.0,2.0,20.0,True,True,49,16.3,-9.36,-1.73,-16.96,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,8.0,2.0,20.0,True,False,47,8.5,-11.69,-1.73,-22.75,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,8.0,1.0,20.0,False,True,71,8.5,-17.43,-1.74,-22.75,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),35.0,3.0,2.0,15.0,True,False,53,20.8,-9.24,-1.74,-16.75,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),30.0,8.0,1.0,15.0,False,False,24,8.3,-6.5,-1.74,-13.42,,
SmaScalping,5m,5m (2026-01-14 → 2026-03-03),30.0,8.0,1.0,0.0,True,True,72,8.3,-18.25,-1.75,-26.54,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,5.0,1.0,15.0,True,True,74,13.5,-14.39,-1.76,-26.46,,
SmaScalping,15m,15m (2025-10-22 → 2026-03-03),25.0,5.0,2.0,20.0,True,False,102,13.7,-18.24,-1.76,-34.16,,
PVTScalping,1h,1H (Feb 2025+),,2.0,,,,,115,28.7,-15.69,-1.76,-18.89,0.05,1.0
